sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:jump:noun:1,jump,noun,跳跃；暴涨；惊跳,n 跳跃；暴涨；惊跳；v 跳跃；使跳跃；跳过；突升,/dʒʌmp/,/dʒʌmp/,the best jump of the competition,这次比赛中的最佳一跳
en:june:noun:1,June,noun,六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”）,n 六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”）,/dʒun/,/dʒu:n/,He spent two and a half weeks with us in June 1986.,1986年6月，他和我们呆了两个半星期。
en:just:adverb:1,just,adverb,只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要,adv 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要；adj 公正的，合理的；正直的，正义的；正确的；公平的；应得的；n (Just)人名；(英)贾斯特；(法)朱斯特；(德、匈、波、捷、挪)尤斯特；(西)胡斯特,/dʒʌst/,/dʒʌst/,A good strong cup of coffee is just what I need right now.,我现在正需要喝一杯浓浓的咖啡。
en:key:noun:1,key,noun,（打字机等的）键；关键；钥匙,n （打字机等的）键；关键；钥匙；v 键入；锁上；调节…的音调；提供线索；adj 关键的,,/kiː/,A bunch of keys hung from his belt.,他的皮带上挂着一串钥匙。
en:keyboard:noun:1,keyboard,noun,键盘,n 键盘；v 键入；用键盘式排字机排字,/'ki'bɔrd/,/'kiːbɔːd/,a computer keyboard,计算机键盘
en:kick:verb:1,kick,verb,踢；反冲，朝后座,v 踢；反冲，朝后座；n 踢；反冲，后座力,/kɪk/,/kɪk/,He kicked the door hard.,他用力踢门。
en:kid:noun:1,kid,noun,小孩；小山羊,n 小孩；小山羊；v 欺骗；取笑；戏弄；adj 小山羊皮制的；较年幼的,/kɪd/,/kɪd/,She’d always loved animals since she was a little kid.,她从小就喜爱动物。
en:kill:verb:1,kill,verb,杀死；扼杀；使终止；抵消,v 杀死；扼杀；使终止；抵消；n 杀戮；屠杀；adj 致命的；致死的,/kɪl/,/kɪl/,Why did she kill her husband?,她为什么杀死丈夫？
en:kilo:noun:1,kilo,noun,千克,n 千克,/'kilo/,/'kiːləʊ/,This kind of chocolate is retailed at one pound a kilo.,这种巧克力糖零售每公斤一英镑。
en:kilometer:noun:1,kilometer,noun,[计量] 公里；[计量] 千米（等于kilometre）,n [计量] 公里；[计量] 千米（等于kilometre）,/ˈkɪləˌmitɚ; kəˈlɑmətɚ/,"/'kɪlə,mitɚ/","She had to battle snowstorms, landslides, snakes and loneliness on her 350 kilometer journey.",在350公里的行程中，她要克服暴风雪、滑坡、蛇和孤独寂寞。
en:kind:noun:1,kind,noun,种类；性质,n 种类；性质；adj 和蔼的；宽容的；令人感激的,/kaɪnd/,/kaɪnd/,Get me a sandwich – any kind will do.,给我一份三明治，随便哪种都可以。
en:king:noun:1,king,noun,国王；最有势力者；王棋,n 国王；最有势力者；王棋；vi 统治；做国王；vt 立…为王；adj 主要的，最重要的，最大的,/kɪŋ/,/kɪŋ/,On 2 December Henry VI was crowned king (= made the king at an official ceremony ).,12月2日，亨利六世加冕为王。
en:kiss:verb:1,kiss,verb,吻；（风等）轻拂,v 吻；（风等）轻拂；n 吻；轻拂,/kɪs/,/kɪs/,Maggie leaned forward and kissed her cheek.,玛吉俯身吻了她的脸颊。
en:kitchen:noun:1,kitchen,noun,厨房；炊具；炊事人员,n 厨房；炊具；炊事人员,/'kɪtʃɪn/,/'kɪtʃɪn; -tʃ(ə)n/,Sam went into the kitchen to make a pot of tea.,萨姆走进厨房去沏一壶茶。
en:kite:noun:1,kite,noun,风筝,n 风筝；v 使用空头支票；像风筝一样飞；轻快地移动,/kaɪt/,/kaɪt/,She has a blue and green kite.,她有一只蓝色和绿色的风筝。
en:knee:noun:1,knee,noun,膝盖，膝,n 膝盖，膝；v 用膝盖碰,/ni/,/niː/,Lucy had a bandage round her knee.,露西的膝盖上缠着绷带。
en:knock:verb:1,knock,verb,敲；打；敲击,v 敲；打；敲击；n 敲；敲打；爆震声,/nɑk/,/nɒk/,I knocked and knocked but nobody answered.,我把门敲了又敲，但无人回应。
en:knowledge:noun:1,knowledge,noun,知识，学问；知道，认识；学科,n 知识，学问；知道，认识；学科,/'nɑlɪdʒ/,/'nɒlɪdʒ/,He did not have much knowledge of American history.,他对美国历史所知不多。
en:lab:noun:1,lab,noun,实验室，研究室,n 实验室，研究室,/læb/,/læb/,the school science lab,学校的科学实验室
en:lady:noun:1,lady,noun,女士，夫人；小姐；妻子,n 女士，夫人；小姐；妻子,/'ledi/,/'leɪdɪ/,Lady Spencer,斯宾塞夫人
en:lake:noun:1,lake,noun,湖；深红色颜料；胭脂红,n 湖；深红色颜料；胭脂红；vt （使）血球溶解；vi （使）血球溶解,/lek/,/leɪk/,Lake Michigan,密歇根湖
en:lamb:noun:1,lamb,noun,羔羊，小羊；羔羊肉,n 羔羊，小羊；羔羊肉；v 生小羊，产羔羊,/læm/,/læm/,roast lamb,烤羊肉
en:lamp:noun:1,lamp,noun,灯；照射器,n 灯；照射器；vt 照亮；vi 发亮,/læmp/,/læmp/,She switched on the bedside lamp.,她打开了床头灯。
en:land:noun:1,land,noun,国土；陆地；地面,n 国土；陆地；地面；v 使…登陆；使…陷于；将…卸下,/lænd/,/lænd/,They own a lot of land.,他们拥有许多土地。
en:language:noun:1,language,noun,语言；语言文字；表达能力,n 语言；语言文字；表达能力,/'læŋɡwɪdʒ/,/'læŋgwɪdʒ/,How many languages do you speak?,你能说几种语言？
en:large:adjective:1,large,adjective,大的；多数的；广博的,adj 大的；多数的；广博的；adv 大大地；夸大地；n 大,/lɑrdʒ/,/lɑːdʒ/,Los Angeles is the second largest city in the US.,洛杉矶是美国的第二大城市。
en:last:noun:1,last,noun,末尾，最后；上个；鞋楦（做鞋的模型）,n 末尾，最后；上个；鞋楦（做鞋的模型）；adj 最后的；最近的，最新的；仅剩的；最不可能…的；v 持续；维持，够用；持久；adv 最后地；上次，最近；最后一点,/læst/,/lɑːst/,I didn’t read the last chapter of the book.,我没有看这本书的最后一章。
en:late:adjective:1,late,adjective,晚的；迟的；已故的；最近的,adj 晚的；迟的；已故的；最近的；adv 晚；迟；最近；在晚期,/let/,/leɪt/,Sorry I’m late – I overslept.,对不起，来晚了——我睡过头了。
en:laugh:noun:1,laugh,noun,笑；引人发笑的事或人,n 笑；引人发笑的事或人；v 笑,/læf/,/lɑːf/,He gave a short laugh.,他笑了一声。
en:law:noun:1,law,noun,法律；规律；法治；法学；诉讼；司法界,n 法律；规律；法治；法学；诉讼；司法界；vi 起诉；控告；vt 控告；对…起诉,/lɔ/,/lɔː/,Elected officials ought to obey the law.,民选官员理应遵守法律。
en:lay:verb:1,lay,verb,躺下；产卵；搁放；放置；铺放；涂，敷,v 躺下；产卵；搁放；放置；铺放；涂，敷；adj 世俗的；外行的；没有经验的；n 位置；短诗；花纹方向；叙事诗；性伙伴,/le/,/leɪ/,He laid his hand on my shoulder.,他把一只手搭在我的肩上。
en:lazy:adjective:1,lazy,adjective,懒惰的；懒洋洋的；怠惰的；慢吞吞的,adj 懒惰的；懒洋洋的；怠惰的；慢吞吞的；n (Lazy)人名；(德)拉齐,/'lezi/,/'leɪzɪ/,the laziest boy in the class,班上最懒的男孩
en:lead:noun:1,lead,noun,领导；铅；导线；榜样,n 领导；铅；导线；榜样；v 领导；致使；引导；指挥；adj 带头的；最重要的,/lid/,/liːd/,Other countries are likely to follow the U.S.’s lead.,其他国家很可能会效法美国。
en:leader:noun:1,leader,noun,领导者；首领；指挥者,n 领导者；首领；指挥者,/'lidɚ/,/'liːdə/,the largest ever gathering of world leaders,全世界领导人史无前例的大聚会
en:leaf:noun:1,leaf,noun,叶子；（书籍等的）一张；扇页,n 叶子；（书籍等的）一张；扇页；v 生叶；翻书页,/lif/,/liːf/,a flowering bush with large shiny leaves,叶子大而油亮的开花灌木
en:learn:verb:1,learn,verb,学习；得知；认识到,v 学习；得知；认识到,/lɝn/,/lɜːn/,What’s the best way to learn a language?,学习语言的最佳方法是什么？
en:least:adjective:1,least,adjective,最小的；最少的（little的最高级）,adj 最小的；最少的（little的最高级）；adv 最小；最少；n 最小；最少,/list/,/liːst/,I try to offend the least amount of people possible.,我尽可能少得罪人。
en:left:adjective:1,left,adjective,左边的；左派的；剩下的,adj 左边的；左派的；剩下的；adv 在左面；n 左边；左派；激进分子；v 离开（leave的过去式）,/lɛft/,/left/,She held out her left hand.,她伸出左手。
en:leg:noun:1,leg,noun,腿；支柱,n 腿；支柱,/lɛɡ/,/leg/,a young boy with skinny legs,双腿干瘦的小男孩
en:lemonade:noun:1,lemonade,noun,柠檬水,n 柠檬水,"/,lɛmə'ned/",/lemə'neɪd/,a glass of lemonade,一杯柠檬汽水
en:lesson:noun:1,lesson,noun,教训；课,n 教训；课；vt 教训；上课,/'lɛsn/,/'les(ə)n/,piano lessons,钢琴课
en:letter:noun:1,letter,noun,信；字母，文字；证书；文学，学问；字面意义,n 信；字母，文字；证书；文学，学问；字面意义；v 写字母于,/'lɛtɚ/,/'letə/,There are 26 letters in the English alphabet.,英语字母表有26个字母。
en:level:noun:1,level,noun,水平；标准；水平面,n 水平；标准；水平面；adj 水平的；平坦的；同高的；v 瞄准；拉平；变得平坦,/'lɛvl/,/'lev(ə)l/,Inflation fell to its lowest level in 30 years.,通货膨胀降至30年来最低点。
en:library:noun:1,library,noun,图书馆，藏书室；文库,n 图书馆，藏书室；文库,/laɪˌbrɛrɪ/,/ˈlaɪbrərɪ/,a public library,公共图书馆
en:license:noun:1,license,noun,执照，许可证；特许,n 执照，许可证；特许；v 许可；特许；发许可证给,/'laɪsns/,/'laɪsns/,No special license will be regranted to anyone from now on.,特殊许可证今后不得向任何人再行发放。
en:lie:verb:1,lie,verb,躺；说谎；位于；展现,v 躺；说谎；位于；展现；n 谎言；位置,,/laɪ/,The town lies in a small wooded valley.,该城镇坐落于一个林木茂盛的山谷中。
en:lift:verb:1,lift,verb,举起；提升；鼓舞；空运；抄袭,v 举起；提升；鼓舞；空运；抄袭；n 电梯；举起；起重机；搭车,/lɪft/,/lɪft/,Sophie lifted the phone before the second ring.,铃响了一下苏菲就接起了电话。
en:light:noun:1,light,noun,光；光线；灯；打火机；领悟；浅色；天窗,n 光；光线；灯；打火机；领悟；浅色；天窗；adj 轻的；浅色的；明亮的；轻松的；容易的；清淡的；v 点着；变亮；着火；adv 轻地；清楚地；轻便地,/laɪt/,/laɪt/,We waited for the lights to change.,我们等着红绿灯转换。
en:like:verb:1,like,verb,喜欢；想；愿意,v 喜欢；想；愿意；prep 像；如同；adj 同样的；相似的；n 爱好；同样的人或物；adv 可能；conj 好像,/laɪk/,/laɪk/,I like your jacket.,我喜欢你这件上衣。
en:line:noun:1,line,noun,路线，航线；排；绳,n 路线，航线；排；绳；v 排成一行；划线于；以线条标示；使…起皱纹,/laɪn/,/laɪn/,Draw a straight line across the top of the page.,在这一页的上方画一条直线。
en:lion:noun:1,lion,noun,狮子；名人；勇猛的人；社交场合的名流,n 狮子；名人；勇猛的人；社交场合的名流,/'laɪən/,/'laɪən/,lion dance,舞狮
en:list:noun:1,list,noun,[计] 列表；清单；目录,n [计] 列表；清单；目录；v 列于表上,/lɪst/,/lɪst/,We are making a list of the top ten men we would not want to be married to.,我们正在列一个我们最不想嫁的10种男人的名单。
en:listen:verb:1,listen,verb,听，倾听；听从，听信,v 听，倾听；听从，听信；n 听，倾听,/'lɪsn/,/'lɪs(ə)n/,Listen! There’s a strange noise in the engine.,听！引擎发出奇怪的声音。
en:litter:noun:1,litter,noun,垃圾；轿，担架；一窝（动物的幼崽）；凌乱,n 垃圾；轿，担架；一窝（动物的幼崽）；凌乱；v 乱丢；给…垫褥草；把…弄得乱七八糟,/'lɪtɚ/,/'lɪtə/,People who drop litter can be fined in some cities.,在有些城市，乱扔垃圾的人会被罚款。
en:live:adjective:1,live,adjective,活的；生动的；实况转播的；精力充沛的,adj 活的；生动的；实况转播的；精力充沛的；v 经历；度过；n (Live)人名；(法)利夫,/laɪv；lɪv/,/laɪv；lɪv/,experiments on live animals,动物活体实验
en:lively:adjective:1,lively,adjective,活泼的；生动的；真实的；生气勃勃的,adj 活泼的；生动的；真实的；生气勃勃的；n (Lively)人名；(英)莱夫利,/'laɪvli/,/'laɪvlɪ/,a lively child,精力充沛的孩子
en:lock:verb:1,lock,verb,锁，锁上；隐藏,v 锁，锁上；隐藏；n 锁；水闸；刹车,/lɑk/,/lɒk/,Did you lock the car?,你把汽车锁好了吗？
en:london:noun:1,London,noun,伦敦,n 伦敦,/ˈlʌndən/,/ˈlʌndən/,He was nursed in London.,他是在伦敦长大的。
en:lonely:adjective:1,lonely,adjective,寂寞的；偏僻的,adj 寂寞的；偏僻的；n 孤独者,/'lonli/,/'ləʊnlɪ/,a lonely old man,一个孤单的老人
en:long:noun:1,long,noun,长时间；[语] 长音节；（服装的）长尺寸；长裤,n 长时间；[语] 长音节；（服装的）长尺寸；长裤；adj 长的；过长的；做多头的；长时间的；冗长的，长音；v 渴望；热望；adv 长期地；始终,/lɔŋ/,/lɒŋ/,a long table,一张长桌子
en:look:verb:1,look,verb,看；期待；注意；面向；看上去像,v 看；期待；注意；面向；看上去像；n 看；样子；面容,/lʊk/,/lʊk/,We sneaked out while Jessie’s mom wasn’t looking.,我们趁杰茜的妈妈没有看到，偷偷地溜了出去。
en:lot:noun:1,lot,noun,份额；许多；命运；阄,n 份额；许多；命运；阄；adv （与形容词和副词连用）很，非常；（与动词连用）非常；pron 大量，许多；v 分组，把…划分（常与out连用）；把（土地）划分成块,/lɑt/,/lɒt/,We’ve spent a lot on the children’s education.,我们在孩子的教育上花费甚多。
en:loud:adjective:1,loud,adjective,大声的，高声的；不断的；喧吵的,adj 大声的，高声的；不断的；喧吵的；adv 大声地，高声地，响亮地；n (Loud)人名；(英)劳德,/laʊd/,/laʊd/,The book fell to the floor with a loud bang.,书砰的一声掉落到地上。
en:love:noun:1,love,noun,恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物,n 恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物；v 爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕,/lʌv/,/lʌv/,Tara is madly in love with you.,塔拉疯狂地爱着你。
en:lovely:adjective:1,lovely,adjective,可爱的；令人愉快的；爱恋的；秀丽的，优美的,adj 可爱的；令人愉快的；爱恋的；秀丽的，优美的；n 美女；可爱的东西,/'lʌvli/,/'lʌvlɪ/,She had a lovely face.,她有一张漂亮的脸蛋。
en:low:adjective:1,low,adjective,低的，浅的；卑贱的；粗俗的；消沉的,adj 低的，浅的；卑贱的；粗俗的；消沉的；adv 低声地；谦卑地，低下地；n 低；低价；低点；牛叫声；v 牛叫,,/ləʊ/,Their safety standards seem to be pretty low.,他们的安全标准似乎相当低。
en:luck:noun:1,luck,noun,运气；幸运；带来好运的东西,n 运气；幸运；带来好运的东西；v 靠运气，走运；凑巧碰上,/lʌk/,/lʌk/,"You’re not having much luck today, are you?",你今天运气不太好，是不是？
en:lucky:adjective:1,lucky,adjective,幸运的；侥幸的,adj 幸运的；侥幸的,/'lʌki/,/'lʌkɪ/,I didn’t really know your name – it was just a lucky guess .,我并不知道你的名字―只是运气好猜中的。
